,Marital status,Sex,Age,Number of people,Year,Quarter
3230,Widowed,Women,20-29 years,7,2016,2
3231,Widowed,Women,30-39 years,84,2016,2
3232,Widowed,Women,40-49 years,291,2016,2
3233,Widowed,Women,50-59 years,866,2016,2
3234,Widowed,Women,60-69 years,2209,2016,2
3235,Widowed,Women,70-79 years,3694,2016,2
3236,Widowed,Women,80-89 years,3716,2016,2
3237,Widowed,Women,90-99 years,1656,2016,2
3238,Widowed,Women,100-109 years,53,2016,2
3239,Widowed,Women,110 years +,0,2016,2
3240,Divorced,Men,0-9 years,0,2016,2
3241,Divorced,Men,10-19 years,0,2016,2
3242,Divorced,Men,20-29 years,213,2016,2
3243,Divorced,Men,30-39 years,2261,2016,2
3244,Divorced,Men,40-49 years,5687,2016,2
3245,Divorced,Men,50-59 years,6165,2016,2
3246,Divorced,Men,60-69 years,4716,2016,2
3247,Divorced,Men,70-79 years,2851,2016,2
3248,Divorced,Men,80-89 years,580,2016,2
3249,Divorced,Men,90-99 years,54,2016,2
3250,Divorced,Men,100-109 years,2,2016,2
3251,Divorced,Men,110 years +,0,2016,2
3252,Divorced,Women,0-9 years,0,2016,2
3253,Divorced,Women,10-19 years,0,2016,2
3254,Divorced,Women,20-29 years,508,2016,2
3255,Divorced,Women,30-39 years,3424,2016,2
3256,Divorced,Women,40-49 years,6917,2016,2
3257,Divorced,Women,50-59 years,7131,2016,2
3258,Divorced,Women,60-69 years,6533,2016,2
3259,Divorced,Women,70-79 years,4564,2016,2
3260,Divorced,Women,80-89 years,1499,2016,2
3261,Divorced,Women,90-99 years,333,2016,2
3262,Divorced,Women,100-109 years,8,2016,2
3263,Divorced,Women,110 years +,0,2016,2
3264,Never married,Men,0-9 years,34919,2016,3
3265,Never married,Men,10-19 years,23503,2016,3
3266,Never married,Men,20-29 years,64141,2016,3
3267,Never married,Men,30-39 years,38432,2016,3
3268,Never married,Men,40-49 years,17964,2016,3
3269,Never married,Men,50-59 years,10274,2016,3
3270,Never married,Men,60-69 years,5057,2016,3
3271,Never married,Men,70-79 years,1672,2016,3
3272,Never married,Men,80-89 years,318,2016,3
3273,Never married,Men,90-99 years,38,2016,3
3274,Never married,Men,100-109 years,0,2016,3
3275,Never married,Men,110 years +,0,2016,3
3276,Never married,Women,0-9 years,33047,2016,3
3277,Never married,Women,10-19 years,23305,2016,3
3278,Never married,Women,20-29 years,70989,2016,3
3279,Never married,Women,30-39 years,32290,2016,3
3280,Never married,Women,40-49 years,13500,2016,3
3281,Never married,Women,50-59 years,7705,2016,3
3282,Never married,Women,60-69 years,4087,2016,3
3283,Never married,Women,70-79 years,1597,2016,3
3284,Never married,Women,80-89 years,559,2016,3
3285,Never married,Women,90-99 years,194,2016,3
3286,Never married,Women,100-109 years,7,2016,3
3287,Never married,Women,110 years +,0,2016,3
3288,Married/separated,Men,0-9 years,0,2016,3
3289,Married/separated,Men,10-19 years,1,2016,3
3290,Married/separated,Men,20-29 years,3155,2016,3
3291,Married/separated,Men,30-39 years,16875,2016,3
3292,Married/separated,Men,40-49 years,17810,2016,3
3293,Married/separated,Men,50-59 years,14104,2016,3
3294,Married/separated,Men,60-69 years,11187,2016,3
3295,Married/separated,Men,70-79 years,6698,2016,3
3296,Married/separated,Men,80-89 years,1675,2016,3
3297,Married/separated,Men,90-99 years,154,2016,3
3298,Married/separated,Men,100-109 years,1,2016,3
3299,Married/separated,Men,110 years +,0,2016,3
3300,Married/separated,Women,0-9 years,0,2016,3
3301,Married/separated,Women,10-19 years,22,2016,3
3302,Married/separated,Women,20-29 years,5655,2016,3
3303,Married/separated,Women,30-39 years,18784,2016,3
3304,Married/separated,Women,40-49 years,16531,2016,3
3305,Married/separated,Women,50-59 years,12721,2016,3
3306,Married/separated,Women,60-69 years,9925,2016,3
3307,Married/separated,Women,70-79 years,5002,2016,3
3308,Married/separated,Women,80-89 years,1021,2016,3
3309,Married/separated,Women,90-99 years,106,2016,3
3310,Married/separated,Women,100-109 years,0,2016,3
3311,Married/separated,Women,110 years +,0,2016,3
3312,Widowed,Men,0-9 years,0,2016,3
3313,Widowed,Men,10-19 years,0,2016,3
3314,Widowed,Men,20-29 years,1,2016,3
3315,Widowed,Men,30-39 years,24,2016,3
3316,Widowed,Men,40-49 years,107,2016,3
3317,Widowed,Men,50-59 years,298,2016,3
3318,Widowed,Men,60-69 years,662,2016,3
3319,Widowed,Men,70-79 years,1086,2016,3
3320,Widowed,Men,80-89 years,851,2016,3
3321,Widowed,Men,90-99 years,308,2016,3
3322,Widowed,Men,100-109 years,8,2016,3
3323,Widowed,Men,110 years +,0,2016,3
3324,Widowed,Women,0-9 years,0,2016,3
3325,Widowed,Women,10-19 years,0,2016,3
3326,Widowed,Women,20-29 years,6,2016,3
3327,Widowed,Women,30-39 years,82,2016,3
3328,Widowed,Women,40-49 years,287,2016,3
3329,Widowed,Women,50-59 years,867,2016,3
3330,Widowed,Women,60-69 years,2167,2016,3
3331,Widowed,Women,70-79 years,3681,2016,3
3332,Widowed,Women,80-89 years,3669,2016,3
3333,Widowed,Women,90-99 years,1627,2016,3
3334,Widowed,Women,100-109 years,56,2016,3
3335,Widowed,Women,110 years +,0,2016,3
3336,Divorced,Men,0-9 years,0,2016,3
3337,Divorced,Men,10-19 years,0,2016,3
3338,Divorced,Men,20-29 years,226,2016,3
3339,Divorced,Men,30-39 years,2264,2016,3
3340,Divorced,Men,40-49 years,5699,2016,3
3341,Divorced,Men,50-59 years,6246,2016,3
3342,Divorced,Men,60-69 years,4638,2016,3
3343,Divorced,Men,70-79 years,2923,2016,3
3344,Divorced,Men,80-89 years,590,2016,3
3345,Divorced,Men,90-99 years,56,2016,3
3346,Divorced,Men,100-109 years,2,2016,3
3347,Divorced,Men,110 years +,0,2016,3
3348,Divorced,Women,0-9 years,0,2016,3
3349,Divorced,Women,10-19 years,0,2016,3
3350,Divorced,Women,20-29 years,539,2016,3
3351,Divorced,Women,30-39 years,3410,2016,3
3352,Divorced,Women,40-49 years,6938,2016,3
3353,Divorced,Women,50-59 years,7209,2016,3
3354,Divorced,Women,60-69 years,6468,2016,3
3355,Divorced,Women,70-79 years,4670,2016,3
3356,Divorced,Women,80-89 years,1504,2016,3
3357,Divorced,Women,90-99 years,332,2016,3
3358,Divorced,Women,100-109 years,9,2016,3
3359,Divorced,Women,110 years +,0,2016,3
3360,Never married,Men,0-9 years,35080,2016,4
3361,Never married,Men,10-19 years,23900,2016,4
3362,Never married,Men,20-29 years,65731,2016,4
3363,Never married,Men,30-39 years,38273,2016,4
3364,Never married,Men,40-49 years,17882,2016,4
3365,Never married,Men,50-59 years,10313,2016,4
3366,Never married,Men,60-69 years,5091,2016,4
3367,Never married,Men,70-79 years,1702,2016,4
3368,Never married,Men,80-89 years,317,2016,4
3369,Never married,Men,90-99 years,36,2016,4
3370,Never married,Men,100-109 years,0,2016,4
3371,Never married,Men,110 years +,0,2016,4
3372,Never married,Women,0-9 years,33148,2016,4
3373,Never married,Women,10-19 years,23738,2016,4
3374,Never married,Women,20-29 years,73697,2016,4
3375,Never married,Women,30-39 years,32127,2016,4
3376,Never married,Women,40-49 years,13551,2016,4
3377,Never married,Women,50-59 years,7782,2016,4
3378,Never married,Women,60-69 years,4140,2016,4
3379,Never married,Women,70-79 years,1638,2016,4
3380,Never married,Women,80-89 years,550,2016,4
3381,Never married,Women,90-99 years,194,2016,4
3382,Never married,Women,100-109 years,7,2016,4
3383,Never married,Women,110 years +,0,2016,4
3384,Married/separated,Men,0-9 years,0,2016,4
3385,Married/separated,Men,10-19 years,4,2016,4
3386,Married/separated,Men,20-29 years,3329,2016,4
3387,Married/separated,Men,30-39 years,17121,2016,4
3388,Married/separated,Men,40-49 years,17920,2016,4
3389,Married/separated,Men,50-59 years,14221,2016,4
3390,Married/separated,Men,60-69 years,11182,2016,4
3391,Married/separated,Men,70-79 years,6802,2016,4
3392,Married/separated,Men,80-89 years,1705,2016,4
3393,Married/separated,Men,90-99 years,149,2016,4
3394,Married/separated,Men,100-109 years,2,2016,4
3395,Married/separated,Men,110 years +,0,2016,4
3396,Married/separated,Women,0-9 years,0,2016,4
3397,Married/separated,Women,10-19 years,23,2016,4
3398,Married/separated,Women,20-29 years,5923,2016,4
3399,Married/separated,Women,30-39 years,19093,2016,4
3400,Married/separated,Women,40-49 years,16585,2016,4
3401,Married/separated,Women,50-59 years,12844,2016,4
3402,Married/separated,Women,60-69 years,9871,2016,4
3403,Married/separated,Women,70-79 years,5117,2016,4
3404,Married/separated,Women,80-89 years,1034,2016,4
3405,Married/separated,Women,90-99 years,99,2016,4
3406,Married/separated,Women,100-109 years,0,2016,4
3407,Married/separated,Women,110 years +,0,2016,4
3408,Widowed,Men,0-9 years,0,2016,4
3409,Widowed,Men,10-19 years,0,2016,4
3410,Widowed,Men,20-29 years,0,2016,4
3411,Widowed,Men,30-39 years,29,2016,4
3412,Widowed,Men,40-49 years,109,2016,4
3413,Widowed,Men,50-59 years,298,2016,4
3414,Widowed,Men,60-69 years,645,2016,4
3415,Widowed,Men,70-79 years,1098,2016,4
3416,Widowed,Men,80-89 years,837,2016,4
3417,Widowed,Men,90-99 years,317,2016,4
3418,Widowed,Men,100-109 years,8,2016,4
3419,Widowed,Men,110 years +,0,2016,4
3420,Widowed,Women,0-9 years,0,2016,4
3421,Widowed,Women,10-19 years,0,2016,4
3422,Widowed,Women,20-29 years,7,2016,4
3423,Widowed,Women,30-39 years,81,2016,4
3424,Widowed,Women,40-49 years,289,2016,4
3425,Widowed,Women,50-59 years,845,2016,4
3426,Widowed,Women,60-69 years,2173,2016,4
3427,Widowed,Women,70-79 years,3675,2016,4
3428,Widowed,Women,80-89 years,3651,2016,4
3429,Widowed,Women,90-99 years,1602,2016,4
3430,Widowed,Women,100-109 years,56,2016,4
3431,Widowed,Women,110 years +,0,2016,4
3432,Divorced,Men,0-9 years,0,2016,4
3433,Divorced,Men,10-19 years,0,2016,4
3434,Divorced,Men,20-29 years,224,2016,4
3435,Divorced,Men,30-39 years,2231,2016,4
3436,Divorced,Men,40-49 years,5670,2016,4
3437,Divorced,Men,50-59 years,6329,2016,4
3438,Divorced,Men,60-69 years,4637,2016,4
3439,Divorced,Men,70-79 years,2957,2016,4
3440,Divorced,Men,80-89 years,597,2016,4
3441,Divorced,Men,90-99 years,57,2016,4
3442,Divorced,Men,100-109 years,1,2016,4
3443,Divorced,Men,110 years +,0,2016,4
3444,Divorced,Women,0-9 years,0,2016,4
3445,Divorced,Women,10-19 years,0,2016,4
3446,Divorced,Women,20-29 years,539,2016,4
3447,Divorced,Women,30-39 years,3326,2016,4
3448,Divorced,Women,40-49 years,6952,2016,4
3449,Divorced,Women,50-59 years,7292,2016,4
3450,Divorced,Women,60-69 years,6435,2016,4
3451,Divorced,Women,70-79 years,4720,2016,4
3452,Divorced,Women,80-89 years,1512,2016,4
3453,Divorced,Women,90-99 years,320,2016,4
3454,Divorced,Women,100-109 years,8,2016,4
3455,Divorced,Women,110 years +,0,2016,4
3456,Never married,Men,0-9 years,35153,2017,1
3457,Never married,Men,10-19 years,23901,2017,1
3458,Never married,Men,20-29 years,65956,2017,1
3459,Never married,Men,30-39 years,38463,2017,1
3460,Never married,Men,40-49 years,17852,2017,1
3461,Never married,Men,50-59 years,10413,2017,1
3462,Never married,Men,60-69 years,5134,2017,1
3463,Never married,Men,70-79 years,1748,2017,1
3464,Never married,Men,80-89 years,315,2017,1
3465,Never married,Men,90-99 years,32,2017,1
3466,Never married,Men,100-109 years,0,2017,1
3467,Never married,Men,110 years +,0,2017,1
3468,Never married,Women,0-9 years,33289,2017,1
3469,Never married,Women,10-19 years,23678,2017,1
3470,Never married,Women,20-29 years,73327,2017,1
3471,Never married,Women,30-39 years,32408,2017,1
3472,Never married,Women,40-49 years,13587,2017,1
3473,Never married,Women,50-59 years,7871,2017,1
3474,Never married,Women,60-69 years,4191,2017,1
3475,Never married,Women,70-79 years,1681,2017,1
3476,Never married,Women,80-89 years,538,2017,1
3477,Never married,Women,90-99 years,199,2017,1
3478,Never married,Women,100-109 years,5,2017,1
3479,Never married,Women,110 years +,0,2017,1
3480,Married/separated,Men,0-9 years,0,2017,1
3481,Married/separated,Men,10-19 years,4,2017,1
3482,Married/separated,Men,20-29 years,3274,2017,1
3483,Married/separated,Men,30-39 years,17087,2017,1
3484,Married/separated,Men,40-49 years,17941,2017,1
3485,Married/separated,Men,50-59 years,14317,2017,1
3486,Married/separated,Men,60-69 years,11154,2017,1
3487,Married/separated,Men,70-79 years,6887,2017,1
3488,Married/separated,Men,80-89 years,1742,2017,1
3489,Married/separated,Men,90-99 years,152,2017,1
3490,Married/separated,Men,100-109 years,1,2017,1
3491,Married/separated,Men,110 years +,0,2017,1
3492,Married/separated,Women,0-9 years,0,2017,1
3493,Married/separated,Women,10-19 years,25,2017,1
3494,Married/separated,Women,20-29 years,5787,2017,1
3495,Married/separated,Women,30-39 years,19081,2017,1
3496,Married/separated,Women,40-49 years,16581,2017,1
3497,Married/separated,Women,50-59 years,12940,2017,1
3498,Married/separated,Women,60-69 years,9872,2017,1
3499,Married/separated,Women,70-79 years,5183,2017,1
3500,Married/separated,Women,80-89 years,1048,2017,1
3501,Married/separated,Women,90-99 years,100,2017,1
3502,Married/separated,Women,100-109 years,0,2017,1
3503,Married/separated,Women,110 years +,0,2017,1
3504,Widowed,Men,0-9 years,0,2017,1
3505,Widowed,Men,10-19 years,0,2017,1
3506,Widowed,Men,20-29 years,0,2017,1
3507,Widowed,Men,30-39 years,29,2017,1
3508,Widowed,Men,40-49 years,111,2017,1
3509,Widowed,Men,50-59 years,298,2017,1
3510,Widowed,Men,60-69 years,652,2017,1
3511,Widowed,Men,70-79 years,1105,2017,1
3512,Widowed,Men,80-89 years,819,2017,1
3513,Widowed,Men,90-99 years,309,2017,1
3514,Widowed,Men,100-109 years,9,2017,1
3515,Widowed,Men,110 years +,0,2017,1
3516,Widowed,Women,0-9 years,0,2017,1
3517,Widowed,Women,10-19 years,0,2017,1
3518,Widowed,Women,20-29 years,7,2017,1
3519,Widowed,Women,30-39 years,75,2017,1
3520,Widowed,Women,40-49 years,288,2017,1
3521,Widowed,Women,50-59 years,853,2017,1
3522,Widowed,Women,60-69 years,2158,2017,1
3523,Widowed,Women,70-79 years,3670,2017,1
3524,Widowed,Women,80-89 years,3593,2017,1
3525,Widowed,Women,90-99 years,1579,2017,1
3526,Widowed,Women,100-109 years,52,2017,1
3527,Widowed,Women,110 years +,0,2017,1
3528,Divorced,Men,0-9 years,0,2017,1
3529,Divorced,Men,10-19 years,0,2017,1
3530,Divorced,Men,20-29 years,212,2017,1
3531,Divorced,Men,30-39 years,2206,2017,1
3532,Divorced,Men,40-49 years,5643,2017,1
3533,Divorced,Men,50-59 years,6431,2017,1
3534,Divorced,Men,60-69 years,4641,2017,1
3535,Divorced,Men,70-79 years,2990,2017,1
3536,Divorced,Men,80-89 years,607,2017,1
3537,Divorced,Men,90-99 years,57,2017,1
3538,Divorced,Men,100-109 years,2,2017,1
3539,Divorced,Men,110 years +,0,2017,1
3540,Divorced,Women,0-9 years,0,2017,1
3541,Divorced,Women,10-19 years,1,2017,1
3542,Divorced,Women,20-29 years,500,2017,1
3543,Divorced,Women,30-39 years,3336,2017,1
3544,Divorced,Women,40-49 years,6933,2017,1
3545,Divorced,Women,50-59 years,7380,2017,1
3546,Divorced,Women,60-69 years,6390,2017,1
3547,Divorced,Women,70-79 years,4788,2017,1
3548,Divorced,Women,80-89 years,1516,2017,1
3549,Divorced,Women,90-99 years,316,2017,1
3550,Divorced,Women,100-109 years,8,2017,1
3551,Divorced,Women,110 years +,0,2017,1
3552,Never married,Men,0-9 years,35352,2017,2
3553,Never married,Men,10-19 years,24013,2017,2
3554,Never married,Men,20-29 years,66480,2017,2
3555,Never married,Men,30-39 years,38948,2017,2
3556,Never married,Men,40-49 years,17982,2017,2
3557,Never married,Men,50-59 years,10474,2017,2
3558,Never married,Men,60-69 years,5183,2017,2
3559,Never married,Men,70-79 years,1789,2017,2
3560,Never married,Men,80-89 years,318,2017,2
3561,Never married,Men,90-99 years,34,2017,2
3562,Never married,Men,100-109 years,0,2017,2
3563,Never married,Men,110 years +,0,2017,2
3564,Never married,Women,0-9 years,33449,2017,2
3565,Never married,Women,10-19 years,23831,2017,2
3566,Never married,Women,20-29 years,74371,2017,2
3567,Never married,Women,30-39 years,32954,2017,2
3568,Never married,Women,40-49 years,13698,2017,2
3569,Never married,Women,50-59 years,7984,2017,2
3570,Never married,Women,60-69 years,4183,2017,2
3571,Never married,Women,70-79 years,1731,2017,2
3572,Never married,Women,80-89 years,537,2017,2
3573,Never married,Women,90-99 years,196,2017,2
3574,Never married,Women,100-109 years,5,2017,2
3575,Never married,Women,110 years +,0,2017,2
3576,Married/separated,Men,0-9 years,0,2017,2
3577,Married/separated,Men,10-19 years,3,2017,2
3578,Married/separated,Men,20-29 years,3169,2017,2
3579,Married/separated,Men,30-39 years,16884,2017,2
3580,Married/separated,Men,40-49 years,17947,2017,2
3581,Married/separated,Men,50-59 years,14337,2017,2
3582,Married/separated,Men,60-69 years,11072,2017,2
3583,Married/separated,Men,70-79 years,7020,2017,2
3584,Married/separated,Men,80-89 years,1754,2017,2
3585,Married/separated,Men,90-99 years,158,2017,2
3586,Married/separated,Men,100-109 years,2,2017,2
3587,Married/separated,Men,110 years +,0,2017,2
3588,Married/separated,Women,0-9 years,0,2017,2
3589,Married/separated,Women,10-19 years,15,2017,2
3590,Married/separated,Women,20-29 years,5600,2017,2
3591,Married/separated,Women,30-39 years,18898,2017,2
3592,Married/separated,Women,40-49 years,16654,2017,2
3593,Married/separated,Women,50-59 years,12979,2017,2
3594,Married/separated,Women,60-69 years,9879,2017,2
3595,Married/separated,Women,70-79 years,5273,2017,2
3596,Married/separated,Women,80-89 years,1041,2017,2
3597,Married/separated,Women,90-99 years,98,2017,2
3598,Married/separated,Women,100-109 years,0,2017,2
3599,Married/separated,Women,110 years +,0,2017,2
3600,Widowed,Men,0-9 years,0,2017,2
3601,Widowed,Men,10-19 years,0,2017,2
3602,Widowed,Men,20-29 years,0,2017,2
3603,Widowed,Men,30-39 years,26,2017,2
3604,Widowed,Men,40-49 years,114,2017,2
3605,Widowed,Men,50-59 years,299,2017,2
3606,Widowed,Men,60-69 years,653,2017,2
3607,Widowed,Men,70-79 years,1092,2017,2
3608,Widowed,Men,80-89 years,824,2017,2
3609,Widowed,Men,90-99 years,295,2017,2
3610,Widowed,Men,100-109 years,9,2017,2
3611,Widowed,Men,110 years +,0,2017,2
3612,Widowed,Women,0-9 years,0,2017,2
3613,Widowed,Women,10-19 years,0,2017,2
3614,Widowed,Women,20-29 years,9,2017,2
3615,Widowed,Women,30-39 years,77,2017,2
3616,Widowed,Women,40-49 years,278,2017,2
3617,Widowed,Women,50-59 years,845,2017,2
3618,Widowed,Women,60-69 years,2147,2017,2
3619,Widowed,Women,70-79 years,3685,2017,2
3620,Widowed,Women,80-89 years,3545,2017,2
3621,Widowed,Women,90-99 years,1534,2017,2
3622,Widowed,Women,100-109 years,58,2017,2
3623,Widowed,Women,110 years +,0,2017,2
3624,Divorced,Men,0-9 years,0,2017,2
3625,Divorced,Men,10-19 years,0,2017,2
3626,Divorced,Men,20-29 years,217,2017,2
3627,Divorced,Men,30-39 years,2195,2017,2
3628,Divorced,Men,40-49 years,5637,2017,2
3629,Divorced,Men,50-59 years,6578,2017,2
3630,Divorced,Men,60-69 years,4620,2017,2
3631,Divorced,Men,70-79 years,3032,2017,2
3632,Divorced,Men,80-89 years,617,2017,2
3633,Divorced,Men,90-99 years,51,2017,2
3634,Divorced,Men,100-109 years,2,2017,2
3635,Divorced,Men,110 years +,0,2017,2
3636,Divorced,Women,0-9 years,0,2017,2
3637,Divorced,Women,10-19 years,1,2017,2
3638,Divorced,Women,20-29 years,501,2017,2
3639,Divorced,Women,30-39 years,3326,2017,2
3640,Divorced,Women,40-49 years,6944,2017,2
3641,Divorced,Women,50-59 years,7526,2017,2
3642,Divorced,Women,60-69 years,6317,2017,2
3643,Divorced,Women,70-79 years,4845,2017,2
3644,Divorced,Women,80-89 years,1549,2017,2
3645,Divorced,Women,90-99 years,307,2017,2
3646,Divorced,Women,100-109 years,7,2017,2
3647,Divorced,Women,110 years +,0,2017,2
3648,Never married,Men,0-9 years,35495,2017,3
3649,Never married,Men,10-19 years,24134,2017,3
3650,Never married,Men,20-29 years,65523,2017,3
3651,Never married,Men,30-39 years,39090,2017,3
3652,Never married,Men,40-49 years,17986,2017,3
3653,Never married,Men,50-59 years,10537,2017,3
