citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Non-western countries	0-4 years	Men	Polling area - 5. Øst	54	47	46	38	27
Non-western countries	0-4 years	Men	Polling area - 5. Vest	83	95	94	80	66
Non-western countries	0-4 years	Men	Polling area - 5. Nordvest	73	77	77	82	80
Non-western countries	0-4 years	Men	Polling area - 6. Bispebjerg	23	26	27	20	18
Non-western countries	0-4 years	Men	Polling area - 6. Vest	16	21	24	25	23
Non-western countries	0-4 years	Men	Polling area - 6. Nord	16	25	19	20	23
Non-western countries	0-4 years	Men	Polling area - 6. Øst	0	0	0	0	1
Non-western countries	0-4 years	Men	Polling area - 6. Syd	49	47	43	44	40
Non-western countries	0-4 years	Men	Polling area - 7. Brønshøj	3	2	1	2	2
Non-western countries	0-4 years	Men	Polling area - 7. Nord	16	10	13	14	14
Non-western countries	0-4 years	Men	Polling area - 7. Syd	2	3	3	4	3
Non-western countries	0-4 years	Men	Polling area - 7. Øst	5	4	6	4	4
Non-western countries	0-4 years	Men	Polling area - 7. Vest	3	1	3	3	3
Non-western countries	0-4 years	Men	Polling area - 7. Nordvest	5	6	7	8	5
Non-western countries	0-4 years	Men	Polling area - 7. Katrinedal	1	1	1	1	3
Non-western countries	0-4 years	Men	Polling area - 7. Kirkebjerg	6	4	4	3	0
Non-western countries	0-4 years	Men	Polling area - 7. Vanløse	5	3	5	4	5
Non-western countries	0-4 years	Men	Polling area - 8. Valby	7	8	11	6	11
Non-western countries	0-4 years	Men	Polling area - 8. Nord	6	7	7	11	10
Non-western countries	0-4 years	Men	Polling area - 8. Syd	7	10	9	8	9
Non-western countries	0-4 years	Men	Polling area - 8. Vest	10	8	10	10	5
Non-western countries	0-4 years	Men	Polling area - 8. Sydøst	14	14	18	22	17
Non-western countries	0-4 years	Men	Polling area - 8. Midt	30	27	29	20	21
Non-western countries	0-4 years	Men	Polling area - 9. Vesterbro	85	101	96	79	67
Non-western countries	0-4 years	Men	Polling area - 9. Nord	77	82	73	64	60
Non-western countries	0-4 years	Men	Polling area - 9. Syd	16	13	14	16	17
Non-western countries	0-4 years	Men	Polling area - 9. Øst	51	46	45	46	36
Non-western countries	0-4 years	Men	Polling area - 9. Vest	36	36	36	43	36
Non-western countries	0-4 years	Men	Polling area - 9. Midt	12	21	17	17	12
Non-western countries	0-4 years	Men	Polling area - 9. Sydhavn	5	5	10	10	9
Non-western countries	0-4 years	Women	Copenhagen total	1167	1190	1194	1158	1055
Non-western countries	0-4 years	Women	District - Indre By	60	54	37	34	30
Non-western countries	0-4 years	Women	District - Østerbro	67	66	79	62	58
Non-western countries	0-4 years	Women	District - Nørrebro	381	372	365	323	284
Non-western countries	0-4 years	Women	District - Vesterbro/Kongens Enghave	287	310	299	300	271
Non-western countries	0-4 years	Women	District - Valby	75	84	80	84	81
Non-western countries	0-4 years	Women	District - Vanløse	15	23	26	20	18
Non-western countries	0-4 years	Women	District - Brønshøj-Husum	22	21	28	38	34
Non-western countries	0-4 years	Women	District - Bispebjerg	98	106	117	117	115
Non-western countries	0-4 years	Women	District - Amager Øst	88	94	98	106	98
Non-western countries	0-4 years	Women	District - Amager Vest	74	60	65	74	66
Non-western countries	0-4 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	0-4 years	Women	Polling area - 1. Østerbro	8	7	11	9	6
Non-western countries	0-4 years	Women	Polling area - 1. Øst	12	11	10	7	6
Non-western countries	0-4 years	Women	Polling area - 1. Nord	7	13	9	7	9
Non-western countries	0-4 years	Women	Polling area - 1. Syd	10	7	14	8	6
Non-western countries	0-4 years	Women	Polling area - 1. Vest	23	21	22	16	13
Non-western countries	0-4 years	Women	Polling area - 1. Nordvest	7	7	13	15	18
Non-western countries	0-4 years	Women	Polling area - 2. Sundbyvester	2	5	6	9	7
Non-western countries	0-4 years	Women	Polling area - 2. Nord	32	21	29	39	42
Non-western countries	0-4 years	Women	Polling area - 2. Syd	4	5	3	2	0
Non-western countries	0-4 years	Women	Polling area - 2. Øst	9	9	10	9	4
Non-western countries	0-4 years	Women	Polling area - 2. Vest	27	20	17	15	13
Non-western countries	0-4 years	Women	Polling area - 3. Indre By	34	33	16	18	14
Non-western countries	0-4 years	Women	Polling area - 3. Nord	4	3	6	5	4
Non-western countries	0-4 years	Women	Polling area - 3. Syd	4	3	5	4	3
Non-western countries	0-4 years	Women	Polling area - 3. Øst	18	15	10	7	9
Non-western countries	0-4 years	Women	Polling area - 4. Sundbyøster	19	22	22	22	21
Non-western countries	0-4 years	Women	Polling area - 4. Nord	58	51	50	55	52
Non-western countries	0-4 years	Women	Polling area - 4. Syd	7	14	17	20	16
Non-western countries	0-4 years	Women	Polling area - 4. Øst	4	7	9	9	9
Non-western countries	0-4 years	Women	Polling area - 5. Nørrebro	78	72	67	62	52
Non-western countries	0-4 years	Women	Polling area - 5. Nord	28	29	37	39	33
Non-western countries	0-4 years	Women	Polling area - 5. Nørrebrohallen	30	21	23	22	13
Non-western countries	0-4 years	Women	Polling area - 5. Syd	58	49	48	36	37
Non-western countries	0-4 years	Women	Polling area - 5. Øst	35	29	31	26	26
Non-western countries	0-4 years	Women	Polling area - 5. Vest	66	77	73	65	62
Non-western countries	0-4 years	Women	Polling area - 5. Nordvest	86	95	86	73	61
Non-western countries	0-4 years	Women	Polling area - 6. Bispebjerg	23	21	25	25	21
Non-western countries	0-4 years	Women	Polling area - 6. Vest	17	20	25	21	24
Non-western countries	0-4 years	Women	Polling area - 6. Nord	14	17	20	23	23
Non-western countries	0-4 years	Women	Polling area - 6. Øst	0	0	0	0	0
Non-western countries	0-4 years	Women	Polling area - 6. Syd	44	48	47	48	47
Non-western countries	0-4 years	Women	Polling area - 7. Brønshøj	0	0	0	0	1
Non-western countries	0-4 years	Women	Polling area - 7. Nord	9	9	13	20	16
Non-western countries	0-4 years	Women	Polling area - 7. Syd	4	7	4	3	2
Non-western countries	0-4 years	Women	Polling area - 7. Øst	8	10	11	6	8
Non-western countries	0-4 years	Women	Polling area - 7. Vest	3	3	4	10	7
Non-western countries	0-4 years	Women	Polling area - 7. Nordvest	4	2	3	3	4
Non-western countries	0-4 years	Women	Polling area - 7. Katrinedal	0	1	5	3	3
Non-western countries	0-4 years	Women	Polling area - 7. Kirkebjerg	2	2	4	5	4
Non-western countries	0-4 years	Women	Polling area - 7. Vanløse	7	10	10	8	7
Non-western countries	0-4 years	Women	Polling area - 8. Valby	12	15	18	15	15
Non-western countries	0-4 years	Women	Polling area - 8. Nord	5	8	5	5	5
Non-western countries	0-4 years	Women	Polling area - 8. Syd	11	10	2	7	5
Non-western countries	0-4 years	Women	Polling area - 8. Vest	7	8	7	10	10
Non-western countries	0-4 years	Women	Polling area - 8. Sydøst	16	12	16	18	15
Non-western countries	0-4 years	Women	Polling area - 8. Midt	24	31	32	29	31
Non-western countries	0-4 years	Women	Polling area - 9. Vesterbro	81	94	84	89	78
Non-western countries	0-4 years	Women	Polling area - 9. Nord	62	63	55	57	59
Non-western countries	0-4 years	Women	Polling area - 9. Syd	27	22	27	19	26
Non-western countries	0-4 years	Women	Polling area - 9. Øst	55	58	59	55	46
Non-western countries	0-4 years	Women	Polling area - 9. Vest	42	51	57	55	38
Non-western countries	0-4 years	Women	Polling area - 9. Midt	15	15	10	19	17
Non-western countries	0-4 years	Women	Polling area - 9. Sydhavn	5	7	7	6	7
Non-western countries	5-9 years	Men	Copenhagen total	801	829	917	1033	1051
Non-western countries	5-9 years	Men	District - Indre By	39	34	34	39	41
Non-western countries	5-9 years	Men	District - Østerbro	62	60	68	69	69
Non-western countries	5-9 years	Men	District - Nørrebro	257	260	300	338	352
Non-western countries	5-9 years	Men	District - Vesterbro/Kongens Enghave	179	197	214	245	225
Non-western countries	5-9 years	Men	District - Valby	40	46	52	69	79
Non-western countries	5-9 years	Men	District - Vanløse	15	19	15	16	14
Non-western countries	5-9 years	Men	District - Brønshøj-Husum	21	30	41	48	49
Non-western countries	5-9 years	Men	District - Bispebjerg	77	81	92	104	111
Non-western countries	5-9 years	Men	District - Amager Øst	70	67	62	64	72
Non-western countries	5-9 years	Men	District - Amager Vest	41	35	39	41	39
Non-western countries	5-9 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	5-9 years	Men	Polling area - 1. Østerbro	6	7	6	6	10
Non-western countries	5-9 years	Men	Polling area - 1. Øst	6	9	8	12	12
Non-western countries	5-9 years	Men	Polling area - 1. Nord	8	10	11	11	9
Non-western countries	5-9 years	Men	Polling area - 1. Syd	16	11	11	8	8
Non-western countries	5-9 years	Men	Polling area - 1. Vest	16	14	17	22	19
Non-western countries	5-9 years	Men	Polling area - 1. Nordvest	10	9	15	10	11
Non-western countries	5-9 years	Men	Polling area - 2. Sundbyvester	2	1	1	4	4
Non-western countries	5-9 years	Men	Polling area - 2. Nord	15	12	15	17	19
Non-western countries	5-9 years	Men	Polling area - 2. Syd	4	2	3	2	2
Non-western countries	5-9 years	Men	Polling area - 2. Øst	7	8	9	8	8
Non-western countries	5-9 years	Men	Polling area - 2. Vest	13	12	11	10	6
Non-western countries	5-9 years	Men	Polling area - 3. Indre By	22	24	19	23	23
Non-western countries	5-9 years	Men	Polling area - 3. Nord	2	1	1	3	5
Non-western countries	5-9 years	Men	Polling area - 3. Syd	1	1	5	5	4
Non-western countries	5-9 years	Men	Polling area - 3. Øst	14	8	9	8	9
Non-western countries	5-9 years	Men	Polling area - 4. Sundbyøster	17	17	17	14	17
Non-western countries	5-9 years	Men	Polling area - 4. Nord	41	36	29	37	39
Non-western countries	5-9 years	Men	Polling area - 4. Syd	8	10	11	8	9
Non-western countries	5-9 years	Men	Polling area - 4. Øst	4	4	5	5	7
Non-western countries	5-9 years	Men	Polling area - 5. Nørrebro	56	59	72	70	75
Non-western countries	5-9 years	Men	Polling area - 5. Nord	21	23	32	32	31
Non-western countries	5-9 years	Men	Polling area - 5. Nørrebrohallen	15	17	11	16	17
Non-western countries	5-9 years	Men	Polling area - 5. Syd	35	29	29	35	42
Non-western countries	5-9 years	Men	Polling area - 5. Øst	35	37	34	32	28
Non-western countries	5-9 years	Men	Polling area - 5. Vest	45	52	62	75	76
Non-western countries	5-9 years	Men	Polling area - 5. Nordvest	50	43	60	78	83
Non-western countries	5-9 years	Men	Polling area - 6. Bispebjerg	21	19	18	20	23
Non-western countries	5-9 years	Men	Polling area - 6. Vest	17	16	18	14	21
Non-western countries	5-9 years	Men	Polling area - 6. Nord	11	9	15	21	17
Non-western countries	5-9 years	Men	Polling area - 6. Øst	1	1	0	0	1
Non-western countries	5-9 years	Men	Polling area - 6. Syd	27	36	41	49	49
Non-western countries	5-9 years	Men	Polling area - 7. Brønshøj	0	2	5	3	7
Non-western countries	5-9 years	Men	Polling area - 7. Nord	9	15	20	23	26
Non-western countries	5-9 years	Men	Polling area - 7. Syd	5	4	2	3	1
Non-western countries	5-9 years	Men	Polling area - 7. Øst	4	5	5	11	8
Non-western countries	5-9 years	Men	Polling area - 7. Vest	3	4	7	8	8
Non-western countries	5-9 years	Men	Polling area - 7. Nordvest	5	6	6	6	7
Non-western countries	5-9 years	Men	Polling area - 7. Katrinedal	1	2	2	1	1
Non-western countries	5-9 years	Men	Polling area - 7. Kirkebjerg	5	4	3	6	2
Non-western countries	5-9 years	Men	Polling area - 7. Vanløse	4	7	6	3	3
Non-western countries	5-9 years	Men	Polling area - 8. Valby	11	13	10	15	10
Non-western countries	5-9 years	Men	Polling area - 8. Nord	5	3	3	2	8
Non-western countries	5-9 years	Men	Polling area - 8. Syd	5	5	5	8	10
Non-western countries	5-9 years	Men	Polling area - 8. Vest	3	3	3	11	12
Non-western countries	5-9 years	Men	Polling area - 8. Sydøst	9	9	13	21	23
Non-western countries	5-9 years	Men	Polling area - 8. Midt	7	13	18	12	16
Non-western countries	5-9 years	Men	Polling area - 9. Vesterbro	58	68	71	75	66
Non-western countries	5-9 years	Men	Polling area - 9. Nord	54	55	57	61	56
Non-western countries	5-9 years	Men	Polling area - 9. Syd	11	14	16	13	14
Non-western countries	5-9 years	Men	Polling area - 9. Øst	21	23	26	45	40
Non-western countries	5-9 years	Men	Polling area - 9. Vest	25	26	28	33	34
Non-western countries	5-9 years	Men	Polling area - 9. Midt	7	8	13	15	10
Non-western countries	5-9 years	Men	Polling area - 9. Sydhavn	3	3	3	3	5
Non-western countries	5-9 years	Women	Copenhagen total	677	757	875	934	972
Non-western countries	5-9 years	Women	District - Indre By	39	34	40	41	37
Non-western countries	5-9 years	Women	District - Østerbro	50	49	41	50	59
Non-western countries	5-9 years	Women	District - Nørrebro	213	247	261	288	298
Non-western countries	5-9 years	Women	District - Vesterbro/Kongens Enghave	159	187	217	213	227
Non-western countries	5-9 years	Women	District - Valby	30	46	68	81	84
Non-western countries	5-9 years	Women	District - Vanløse	10	14	14	18	13
Non-western countries	5-9 years	Women	District - Brønshøj-Husum	19	23	24	27	37
Non-western countries	5-9 years	Women	District - Bispebjerg	73	74	89	92	100
Non-western countries	5-9 years	Women	District - Amager Øst	54	50	75	78	69
Non-western countries	5-9 years	Women	District - Amager Vest	30	33	46	46	48
Non-western countries	5-9 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	5-9 years	Women	Polling area - 1. Østerbro	9	10	8	8	8
Non-western countries	5-9 years	Women	Polling area - 1. Øst	11	10	7	6	6
Non-western countries	5-9 years	Women	Polling area - 1. Nord	6	4	4	8	10
Non-western countries	5-9 years	Women	Polling area - 1. Syd	6	7	8	4	8
Non-western countries	5-9 years	Women	Polling area - 1. Vest	12	14	8	16	18
Non-western countries	5-9 years	Women	Polling area - 1. Nordvest	6	4	6	8	9
Non-western countries	5-9 years	Women	Polling area - 2. Sundbyvester	4	2	6	6	7
Non-western countries	5-9 years	Women	Polling area - 2. Nord	10	11	15	18	19
Non-western countries	5-9 years	Women	Polling area - 2. Syd	3	0	2	1	1
Non-western countries	5-9 years	Women	Polling area - 2. Øst	1	6	5	6	11
Non-western countries	5-9 years	Women	Polling area - 2. Vest	12	14	18	15	10
Non-western countries	5-9 years	Women	Polling area - 3. Indre By	26	19	23	24	23
Non-western countries	5-9 years	Women	Polling area - 3. Nord	1	3	4	6	4
Non-western countries	5-9 years	Women	Polling area - 3. Syd	2	4	5	6	5
Non-western countries	5-9 years	Women	Polling area - 3. Øst	10	8	8	5	5
Non-western countries	5-9 years	Women	Polling area - 4. Sundbyøster	14	14	22	20	13
Non-western countries	5-9 years	Women	Polling area - 4. Nord	35	32	45	45	39
Non-western countries	5-9 years	Women	Polling area - 4. Syd	4	3	5	10	12
Non-western countries	5-9 years	Women	Polling area - 4. Øst	1	1	3	3	5
Non-western countries	5-9 years	Women	Polling area - 5. Nørrebro	35	48	61	72	66
Non-western countries	5-9 years	Women	Polling area - 5. Nord	9	9	9	11	22
Non-western countries	5-9 years	Women	Polling area - 5. Nørrebrohallen	10	17	18	18	26
Non-western countries	5-9 years	Women	Polling area - 5. Syd	28	31	35	41	44
Non-western countries	5-9 years	Women	Polling area - 5. Øst	30	31	26	23	20
Non-western countries	5-9 years	Women	Polling area - 5. Vest	52	59	63	61	53
Non-western countries	5-9 years	Women	Polling area - 5. Nordvest	49	52	49	62	67
Non-western countries	5-9 years	Women	Polling area - 6. Bispebjerg	24	19	19	19	27
Non-western countries	5-9 years	Women	Polling area - 6. Vest	14	17	19	23	22
Non-western countries	5-9 years	Women	Polling area - 6. Nord	6	8	9	11	16
Non-western countries	5-9 years	Women	Polling area - 6. Øst	1	0	0	0	1
Non-western countries	5-9 years	Women	Polling area - 6. Syd	28	30	42	39	34
Non-western countries	5-9 years	Women	Polling area - 7. Brønshøj	1	3	3	2	2
Non-western countries	5-9 years	Women	Polling area - 7. Nord	10	13	13	16	24
Non-western countries	5-9 years	Women	Polling area - 7. Syd	0	2	2	4	4
Non-western countries	5-9 years	Women	Polling area - 7. Øst	3	3	6	6	6
Non-western countries	5-9 years	Women	Polling area - 7. Vest	3	2	1	2	4
Non-western countries	5-9 years	Women	Polling area - 7. Nordvest	4	6	5	4	3
Non-western countries	5-9 years	Women	Polling area - 7. Katrinedal	1	0	2	3	3
Non-western countries	5-9 years	Women	Polling area - 7. Kirkebjerg	4	4	3	4	1
Non-western countries	5-9 years	Women	Polling area - 7. Vanløse	3	4	3	4	3
Non-western countries	5-9 years	Women	Polling area - 8. Valby	6	11	17	16	17
Non-western countries	5-9 years	Women	Polling area - 8. Nord	3	5	7	10	7
Non-western countries	5-9 years	Women	Polling area - 8. Syd	3	4	5	6	5
Non-western countries	5-9 years	Women	Polling area - 8. Vest	3	2	3	7	10
Non-western countries	5-9 years	Women	Polling area - 8. Sydøst	10	14	20	23	22
Non-western countries	5-9 years	Women	Polling area - 8. Midt	5	10	16	19	23
Non-western countries	5-9 years	Women	Polling area - 9. Vesterbro	41	56	68	58	57
Non-western countries	5-9 years	Women	Polling area - 9. Nord	47	48	55	44	41
Non-western countries	5-9 years	Women	Polling area - 9. Syd	5	12	8	15	20
Non-western countries	5-9 years	Women	Polling area - 9. Øst	41	38	46	47	56
Non-western countries	5-9 years	Women	Polling area - 9. Vest	14	18	21	34	37
Non-western countries	5-9 years	Women	Polling area - 9. Midt	9	14	16	13	12
Non-western countries	5-9 years	Women	Polling area - 9. Sydhavn	2	1	3	2	4
Non-western countries	10-14 years	Men	Copenhagen total	518	574	565	553	597
Non-western countries	10-14 years	Men	District - Indre By	28	25	22	28	27
Non-western countries	10-14 years	Men	District - Østerbro	40	34	34	36	38
Non-western countries	10-14 years	Men	District - Nørrebro	151	175	171	169	168
Non-western countries	10-14 years	Men	District - Vesterbro/Kongens Enghave	136	154	156	131	151
Non-western countries	10-14 years	Men	District - Valby	38	39	40	46	43
Non-western countries	10-14 years	Men	District - Vanløse	5	8	10	7	3
Non-western countries	10-14 years	Men	District - Brønshøj-Husum	7	11	14	16	26
Non-western countries	10-14 years	Men	District - Bispebjerg	54	62	56	52	64
Non-western countries	10-14 years	Men	District - Amager Øst	41	44	43	41	43
Non-western countries	10-14 years	Men	District - Amager Vest	18	22	19	27	34
Non-western countries	10-14 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	10-14 years	Men	Polling area - 1. Østerbro	5	3	5	2	2
Non-western countries	10-14 years	Men	Polling area - 1. Øst	6	7	7	5	6
Non-western countries	10-14 years	Men	Polling area - 1. Nord	2	3	3	2	4
Non-western countries	10-14 years	Men	Polling area - 1. Syd	10	5	3	4	3
Non-western countries	10-14 years	Men	Polling area - 1. Vest	14	12	9	12	14
Non-western countries	10-14 years	Men	Polling area - 1. Nordvest	3	4	7	11	9
Non-western countries	10-14 years	Men	Polling area - 2. Sundbyvester	0	0	1	5	6
